id,.bss,.comment,.data,.dynamic,.dynstr,.dynsym,.eh_frame,.eh_frame_hdr,.fini,.fini_array,.gnu.hash,.gnu.version,.gnu.version_r,.got,.init,.init_array,.input_size,.interp,.nice_value,.note.ABI-tag,.note.gnu.build-id,.plt,.plt.got,.rela.dyn,.rela.plt,.rodata,.shstrtab,.strtab,.symtab,.text,start_time,end_time,total_time
mat,2725768,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,337,28,-10,32,36,80,8,192,96,21,254,612,1800,2534,1525272416733867,1525272417196215,462348
ms,686400,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,85792,28,-15,32,36,96,8,192,120,20,254,635,1800,3122,1525272416723991,1525272416753589,29598
bub,25216,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3141,28,0,32,36,80,8,192,96,21,254,603,1752,2358,1525272417245969,1525272417293739,47770
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272417245619,1525272417323100,77481
mat,2725768,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,337,28,0,32,36,80,8,192,96,21,254,612,1800,2534,1525272417253870,1525272417713031,459161
ms,686416,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,85792,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272417280874,1525272417317874,37000
bub,30128,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3758,28,3,32,36,80,8,192,96,21,254,603,1752,2358,1525272417762690,1525272417829045,66355
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,-14,32,36,64,8,192,72,21,254,585,1704,2039,1525272417755809,1525272418236222,480413
mat,1371016,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,239,28,-2,32,36,80,8,192,96,21,254,612,1800,2534,1525272417760270,1525272417941666,181396
ms,102064,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,12748,28,-14,32,36,96,8,192,120,20,254,635,1800,3122,1525272417756951,1525272417762220,5269
bub,30128,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3758,28,0,32,36,80,8,192,96,21,254,603,1752,2358,1525272418282017,1525272418350585,68568
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272418281930,1525272418759335,477405
mat,1371016,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,239,28,0,32,36,80,8,192,96,21,254,612,1800,2534,1525272418287015,1525272418453893,166878
ms,102064,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,12748,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272418298723,1525272418301883,3160
bub,36816,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4594,28,-13,32,36,80,8,192,96,21,254,603,1752,2358,1525272418803714,1525272418903926,100212
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,-10,32,36,64,8,192,72,21,254,585,1704,2039,1525272418809874,1525272418884909,75035
mat,1140744,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,267,28,-8,32,36,96,8,192,120,21,254,632,1824,2695,1525272418810206,1525272419011808,201602
ms,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,16509,28,-13,32,36,112,8,192,144,20,254,655,1824,3227,1525272418804063,1525272418811093,7030
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,4594,28,0,32,36,96,8,192,120,21,254,623,1776,2431,1525272419054383,1525272419165315,110932
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272419054052,1525272419131390,77338
mat,1140744,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,267,28,0,32,36,96,8,192,120,21,254,632,1824,2695,1525272419067666,1525272419267558,199892
ms,132160,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,16509,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272419054632,1525272419061284,6652
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,8657,28,-2,32,36,96,8,192,120,21,254,623,1776,2431,1525272419308635,1525272419693120,384485
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,-9,32,36,64,8,192,72,21,254,585,1704,2039,1525272419307799,1525272419384227,76428
